0,Mon Mar 28 08:54:07 EDT 2022,true,client\ClientConfigure.java,classDecomposition,[[public  localProcessingOnly:boolean->void, public  init:String[]->void, public  inCoupler:String;int->void, public  processArgs:String[]->void], [public  experimentInput:->void]]
0,Mon Mar 28 08:54:07 EDT 2022,true,client\ClientConfigure.java,publicMethodsOverride,[]
0,Mon Mar 28 08:54:08 EDT 2022,true,client\ClientRemoteObject.java,publicMethodsOverride,[]
0,Mon Mar 28 08:54:08 EDT 2022,true,server\ServerRemoteObject.java,thenBranching,broadcast
0,Mon Mar 28 08:54:08 EDT 2022,true,server\ServerRemoteObject.java,publicMethodsOverride,[]
0,Mon Mar 28 08:54:08 EDT 2022,true,client\ClientOutCoupler.java,publicMethodsOverride,[]
0,Thu Mar 31 10:45:30 EDT 2022,true,server\ServerConfigure.java,publicMethodsOverride,[]
0,Thu Mar 31 10:49:14 EDT 2022,true,checks\Checks.java,expectedTypes,[@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI, @DistributedTags.CLIENT_OUT_COUPLER+@DistributedTags.RMI+@DistributedTags.GIPC, @DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC, @DistributedTags.SERVER_CONFIGURER+@DistributedTags.RMI+@DistributedTags.GIPC, @DistributedTags.REGISTRY+@DistributedTags.RMI, @DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.RMI, @DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.GIPC, @DistributedTags.CLIENT_CONFIGURER+@DistributedTags.RMI+@DistributedTags.GIPC, @DistributedTags.SERVER+@DistributedTags.RMI+@DistributedTags.GIPC, @DistributedTags.CLIENT+@DistributedTags.RMI+@DistributedTags.GIPC, @DistributedTags.CLIENT_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC, @DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC]
0,Thu Mar 31 10:49:15 EDT 2022,true,checks\Checks.java,expectedTypes,[@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI, @DistributedTags.CLIENT_OUT_COUPLER+@DistributedTags.RMI+@DistributedTags.GIPC, @DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC, @DistributedTags.SERVER_CONFIGURER+@DistributedTags.RMI+@DistributedTags.GIPC, @DistributedTags.REGISTRY+@DistributedTags.RMI, @DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.RMI, @DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.GIPC, @DistributedTags.CLIENT_CONFIGURER+@DistributedTags.RMI+@DistributedTags.GIPC, @DistributedTags.SERVER+@DistributedTags.RMI+@DistributedTags.GIPC, @DistributedTags.CLIENT+@DistributedTags.RMI+@DistributedTags.GIPC, @DistributedTags.CLIENT_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC, @DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC]
0,Thu Mar 31 10:49:15 EDT 2022,true,checks\Checks.java,nameInDictionary,checks.Checks,checks
0,Thu Mar 31 10:49:15 EDT 2022,true,checks\Checks.java,nameInDictionary,traces,traces
0,Thu Mar 31 10:49:15 EDT 2022,true,checks\Checks.java,nameInDictionary,length,length
0,Thu Mar 31 10:49:15 EDT 2022,true,checks\Checks.java,nameInDictionary,time,time
0,Thu Mar 31 10:49:15 EDT 2022,true,checks\Checks.java,nameInDictionary,timer,timer
0,Thu Mar 31 10:49:15 EDT 2022,true,checks\Checks.java,nameInDictionary,args,args
0,Thu Mar 31 10:49:15 EDT 2022,true,client\Client.java,tags,client.Client,@DistributedTags.CLIENT+@DistributedTags.RMI+@DistributedTags.GIPC
0,Thu Mar 31 10:49:15 EDT 2022,true,client\Client.java,nameInDictionary,client.Client,client
0,Thu Mar 31 10:49:15 EDT 2022,true,client\Client.java,nameInDictionary,client,client
0,Thu Mar 31 10:49:15 EDT 2022,true,client\Client.java,nameInDictionary,args,args
0,Thu Mar 31 10:49:15 EDT 2022,true,client\Client.java,variableHasInterfaceType,ClientRemoteInterfaceRMI,client
0,Thu Mar 31 10:49:15 EDT 2022,true,client\Client.java,expectedSignature,main:String[]->void,client.Client:[@DistributedTags.CLIENT+@DistributedTags.RMI+@DistributedTags.GIPC]
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,tags,client.ClientConfigure,@DistributedTags.CLIENT_CONFIGURER+@DistributedTags.RMI+@DistributedTags.GIPC
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,client.ClientConfigure,client
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,client.ClientConfigure,configure
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,commandProcessor,command
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,commandProcessor,processor
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,NUM_EXPERIMENT_COMMANDS,num
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,NUM_EXPERIMENT_COMMANDS,experiment
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,NUM_EXPERIMENT_COMMANDS,commands
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,EXPERIMENT_COMMAND_1,experiment
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,EXPERIMENT_COMMAND_1,command
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,EXPERIMENT_COMMAND_2,experiment
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,EXPERIMENT_COMMAND_2,command
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,simulationCoupler,simulation
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,simulationCoupler,coupler
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,server,server
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,RMI_SERVER_HOST_NAME,rmi
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,RMI_SERVER_HOST_NAME,server
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,RMI_SERVER_HOST_NAME,host
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,RMI_SERVER_HOST_NAME,name
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,RMI_SERVER_PORT,rmi
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,RMI_SERVER_PORT,server
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,RMI_SERVER_PORT,port
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,SERVER_NAME,server
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,SERVER_NAME,name
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,CLIENT_NAME,client
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,CLIENT_NAME,name
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,clientOutCoupler,client
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,clientOutCoupler,out
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,clientOutCoupler,coupler
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,aPrefix,a
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,aPrefix,prefix
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,args,args
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,rmiRegistry,rmi
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,rmiRegistry,registry
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,aClient,a
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,aClient,client
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,newValue,new
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,newValue,value
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,aStartTime,a
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,aStartTime,start
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,aStartTime,time
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,anOldValue,an
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,anOldValue,old
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,anOldValue,value
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,i,i
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,anEndTime,an
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,anEndTime,end
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,anEndTime,time
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,aMillisecondDelay,a
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,aMillisecondDelay,millisecond
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,aMillisecondDelay,delay
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,aNewCommand,a
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,aNewCommand,new
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,aNewCommand,command
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,proposalNumber,proposal
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,proposalNumber,number
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,aCommand,a
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,aCommand,command
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,aCode,a
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,aCode,code
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,nameInDictionary,broadcast,broadcast
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,variableHasInterfaceType,ServerRemoteInterfaceRMI,server
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,variableHasInterfaceType,ClientRemoteInterfaceGIPC,aClient
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,expectedMethodCall,util.trace.port.rpc.gipc.GIPCRPCTraceUtility!setTracing:->void,Some method (setTracing:->void),client.ClientConfigure:[@DistributedTags.CLIENT_CONFIGURER+@DistributedTags.GIPC]
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,expectedMethodCall,util.trace.port.nio.NIOTraceUtility!setTracing:->void,Some method (setTracing:->void),client.ClientConfigure:[@DistributedTags.CLIENT_CONFIGURER+@DistributedTags.GIPC]
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,expectedMethodCall,assignments.util.mainArgs.ClientArgsProcessor!getClientName:String[]->String,Some method (processArgs:String[]->void),client.ClientConfigure:[@DistributedTags.CLIENT_CONFIGURER+@DistributedTags.GIPC]
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,methodAccessModifierMatched,setTracing:->void,protected,[client.ClientConfigure],[protected]
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,missingMethodCall,util.trace.port.rpc.gipc.GIPCObjectLookedUp!newCase:Object;Object;Class;String;inputport.rpc.GIPCRegistry->GIPCObjectLookedUp,No method,client.ClientConfigure:[@DistributedTags.CLIENT_CONFIGURER+@DistributedTags.GIPC]
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,missingMethodCall,inputport.rpc.GIPCRegistry!lookup:Class;String->Object,No method,client.ClientConfigure:[@DistributedTags.CLIENT_CONFIGURER+@DistributedTags.GIPC]
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,missingMethodCall,assignments.util.mainArgs.ClientArgsProcessor!getGIPCPort:String[]->int,No method,client.ClientConfigure:[@DistributedTags.CLIENT_CONFIGURER+@DistributedTags.GIPC]
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,missingMethodCall,util.trace.port.rpc.gipc.GIPCRegistryLocated!newCase:Object;String;int;String->GIPCRegistryLocated,No method,client.ClientConfigure:[@DistributedTags.CLIENT_CONFIGURER+@DistributedTags.GIPC]
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,missingMethodCall,inputport.rpc.GIPCLocateRegistry!getRegistry:String;int;String->GIPCRegistry,No method,client.ClientConfigure:[@DistributedTags.CLIENT_CONFIGURER+@DistributedTags.GIPC]
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,missingMethodCall,assignments.util.inputParameters.AnAbstractSimulationParametersBean!setBroadcastMetaState:*->.*,No method,client.ClientConfigure:[@DistributedTags.CLIENT_CONFIGURER+@DistributedTags.GIPC]
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,missingMethodCall,assignments.util.inputParameters.AnAbstractSimulationParametersBean!setIPCMechanism:*->.*,No method,client.ClientConfigure:[@DistributedTags.CLIENT_CONFIGURER+@DistributedTags.GIPC]
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,classHasAtLeastOneInterface,client.ClientConfigure,No Tag
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,expectedSignature,broadcastMetaState:boolean->void,client.ClientConfigure:[@DistributedTags.CLIENT_CONFIGURER+@DistributedTags.GIPC]
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,expectedSignature,atomicBroadcast:boolean->void,client.ClientConfigure:[@DistributedTags.CLIENT_CONFIGURER+@DistributedTags.GIPC]
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,publicMethodsOverride,[]
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,classHasExactlyOneInterface,client.ClientConfigure,No Tag
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,noSpuriousMethodCall,inputport.rpc.GIPCRegistry!rebind:String;Object->void,No method,client.ClientConfigure:[@DistributedTags.CLIENT_CONFIGURER+@DistributedTags.GIPC]
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientConfigure.java,expectedSuperType,assignments.util.inputParameters.AnAbstractSimulationParametersBean,@DistributedTags.CLIENT_CONFIGURER+@DistributedTags.RMI+@DistributedTags.GIPC
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientOutCoupler.java,tags,client.ClientOutCoupler,@DistributedTags.CLIENT_OUT_COUPLER+@DistributedTags.RMI+@DistributedTags.GIPC
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientOutCoupler.java,nameInDictionary,client.ClientOutCoupler,client
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientOutCoupler.java,nameInDictionary,client.ClientOutCoupler,out
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientOutCoupler.java,nameInDictionary,client.ClientOutCoupler,coupler
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientOutCoupler.java,nameInDictionary,ObservingServer,observing
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientOutCoupler.java,nameInDictionary,ObservingServer,server
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientOutCoupler.java,nameInDictionary,originalClient,original
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientOutCoupler.java,nameInDictionary,originalClient,client
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientOutCoupler.java,nameInDictionary,ORIGINAL_CLIENT_NAME,original
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientOutCoupler.java,nameInDictionary,ORIGINAL_CLIENT_NAME,client
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientOutCoupler.java,nameInDictionary,ORIGINAL_CLIENT_NAME,name
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientOutCoupler.java,nameInDictionary,aProposalNumber,a
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientOutCoupler.java,nameInDictionary,aProposalNumber,proposal
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientOutCoupler.java,nameInDictionary,aProposalNumber,number
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientOutCoupler.java,nameInDictionary,newCommand,new
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientOutCoupler.java,nameInDictionary,newCommand,command
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientOutCoupler.java,nameInDictionary,anEvent,an
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientOutCoupler.java,nameInDictionary,anEvent,event
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientOutCoupler.java,variableHasInterfaceType,ServerRemoteInterfaceGIPC,ObservingServer
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientOutCoupler.java,variableHasInterfaceType,ClientRemoteInterfaceGIPC,originalClient
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientOutCoupler.java,variableHasInterfaceType,ServerRemoteInterfaceGIPC,anObservingServer
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientOutCoupler.java,variableHasInterfaceType,ClientRemoteInterfaceGIPC,aClient
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientOutCoupler.java,classHasAtLeastOneInterface,client.ClientOutCoupler,No Tag
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientOutCoupler.java,publicMethodsOverride,[]
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientOutCoupler.java,missingMethodCall,assignments.util.inputParameters.AnAbstractSimulationParametersBean!getIPCMechanism:->IPCMechanism,No method,client.ClientOutCoupler:[@DistributedTags.CLIENT_OUT_COUPLER+@DistributedTags.RMI+@DistributedTags.GIPC]
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteInterfaceGIPC.java,tags,client.ClientRemoteInterfaceGIPC,@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.GIPC
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteInterfaceGIPC.java,nameInDictionary,client.ClientRemoteInterfaceGIPC,client
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteInterfaceGIPC.java,nameInDictionary,client.ClientRemoteInterfaceGIPC,remote
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteInterfaceGIPC.java,nameInDictionary,client.ClientRemoteInterfaceGIPC,interface
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteInterfaceGIPC.java,nameInDictionary,aNewCommand,a
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteInterfaceGIPC.java,nameInDictionary,aNewCommand,new
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteInterfaceGIPC.java,nameInDictionary,aNewCommand,command
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteInterfaceGIPC.java,nameInDictionary,aProposalNumber,a
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteInterfaceGIPC.java,nameInDictionary,aProposalNumber,proposal
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteInterfaceGIPC.java,nameInDictionary,aProposalNumber,number
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteInterfaceGIPC.java,nameInDictionary,args,args
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteInterfaceGIPC.java,nameInDictionary,aPrefix,a
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteInterfaceGIPC.java,nameInDictionary,aPrefix,prefix
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteInterfaceGIPC.java,nameInDictionary,broadcast,broadcast
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteInterfaceGIPC.java,nameInDictionary,mechanism,mechanism
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteInterfaceGIPC.java,nameInDictionary,i,i
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteInterfaceRMI.java,tags,client.ClientRemoteInterfaceRMI,@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.RMI
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteInterfaceRMI.java,nameInDictionary,client.ClientRemoteInterfaceRMI,client
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteInterfaceRMI.java,nameInDictionary,client.ClientRemoteInterfaceRMI,remote
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteInterfaceRMI.java,nameInDictionary,client.ClientRemoteInterfaceRMI,interface
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteInterfaceRMI.java,nameInDictionary,client.ClientRemoteInterfaceRMI,rmi
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteInterfaceRMI.java,nameInDictionary,aNewCommand,a
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteInterfaceRMI.java,nameInDictionary,aNewCommand,new
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteInterfaceRMI.java,nameInDictionary,aNewCommand,command
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteInterfaceRMI.java,nameInDictionary,aProposalNumber,a
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteInterfaceRMI.java,nameInDictionary,aProposalNumber,proposal
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteInterfaceRMI.java,nameInDictionary,aProposalNumber,number
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteInterfaceRMI.java,nameInDictionary,args,args
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteInterfaceRMI.java,nameInDictionary,aPrefix,a
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteInterfaceRMI.java,nameInDictionary,aPrefix,prefix
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteObject.java,tags,client.ClientRemoteObject,@DistributedTags.CLIENT_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,client.ClientRemoteObject,client
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,client.ClientRemoteObject,remote
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,client.ClientRemoteObject,object
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,commandProcessor,command
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,commandProcessor,processor
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,NUM_EXPERIMENT_COMMANDS,num
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,NUM_EXPERIMENT_COMMANDS,experiment
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,NUM_EXPERIMENT_COMMANDS,commands
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,EXPERIMENT_COMMAND_1,experiment
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,EXPERIMENT_COMMAND_1,command
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,EXPERIMENT_COMMAND_2,experiment
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,EXPERIMENT_COMMAND_2,command
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,simulationCoupler,simulation
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,simulationCoupler,coupler
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,server,server
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,serverGIPC,server
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,RMI_SERVER_HOST_NAME,rmi
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,RMI_SERVER_HOST_NAME,server
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,RMI_SERVER_HOST_NAME,host
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,RMI_SERVER_HOST_NAME,name
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,RMI_SERVER_PORT,rmi
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,RMI_SERVER_PORT,server
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,RMI_SERVER_PORT,port
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,SERVER_NAME,server
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,SERVER_NAME,name
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,CLIENT_NAME,client
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,CLIENT_NAME,name
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,GIPC_SERVER_PORT,server
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,GIPC_SERVER_PORT,port
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,gipcRegistry,registry
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,GIPC_SERVER_NAME,server
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,GIPC_SERVER_NAME,name
0,Thu Mar 31 10:49:15 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,broadcastIPCMechanism,broadcast
